"_id","corrected_question","intermediary_question","sparql_query","sparql_template_id"
"156","¿Qué géneros del autor de Detectives y ladrones hay registrados?","¿Cuál es el <género> del <autor> de <Detectives y ladrones>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1814700358> <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/tieneGenero> ?uri }","3"
"157","¿Qué editoriales publicaron novelas tanto de Jules Mary como de Georges Spitzmuller?","¿Cuál es la <editorial> que publicó novelas de <Jules Mary> y también de <Georges Spitzmuller>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_jules_mary> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?y <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_georges_spitzmuller> . ?y <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","15"
"158","¿Qué idiomas originales tienen las novelas de la Editorial Delta?","¿Cuál es el <idioma original> de novelas cuya <editorial> es <Editorial Delta>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_delta> . ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","6"
"159","¿Qué novelas de la Editorial Trilla y Serra son originales en inglés?","¿Cuál es la <novela> cuya <editorial> es <Trilla y Serra Editores> y cuyo <idioma original> es <Inglés>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_trilla_y_serra_editores> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri a <http://novelas-populares.org/Novela> }","308"
"160","¿Qué autores españoles cultivaron tanto la novela como la poesía?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <novela> y también <poesía>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_poesia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"161","¿Qué novelas publicadas en Reus tienen idioma original castellano?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Reus> y cuyo <idioma original> es <Castellano>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_reus> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","308"
"162","¿Qué novelas comparten tanto autor como editorial con El capitán la Garde de Jarzac?","¿Cuál es la <novela> cuyo <autor> y <editorial> son los mismos que los de <El capitán la Garde de Jarzac>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859706134> <http://novelas-populares.org/tieneAutor> ?a . <http://novelas-populares.org/novela_1859706134> <http://novelas-populares.org/publicadaPor> ?e . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/publicadaPor> ?e . FILTER(?uri != <http://novelas-populares.org/novela_1859706134>) }","16"
"163","¿Qué autores españoles cultivaron tanto la novela como el guion?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <novela> y también <guion>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_guion> . ?uri a <http://novelas-populares.org/Autor> }","308"
"164","¿Qué novelas de la Editorial B. Bauzá son originales en francés?","¿Cuál es la <novela> cuya <editorial> es <Editorial B. Bauzá> y cuyo <idioma original> es <Francés>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_b_bauza> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?uri a <http://novelas-populares.org/Novela> }","308"
"165","¿Qué idiomas originales tienen las novelas de la Editorial Aguilar?","¿Cuál es el <idioma original> de novelas cuya <editorial> es <Aguilar>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_aguilar> . ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","6"
"166","¿Qué novelas de autores nacidos en Estados Unidos se publicaron en Madrid?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Madrid> y cuyo <autor> nació en <Estados Unidos>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?uri a <http://novelas-populares.org/Novela> }","3"
"167","¿Qué autores nacidos en Francia cultivaron la novela y el periodismo?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Francia> y cuyo <género> es <novela> y también <periodismo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_periodismo> . ?uri a <http://novelas-populares.org/Autor> }","308"
"168","¿Qué editoriales publicaron novelas de autores nacidos en Estados Unidos?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <Estados Unidos>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"169","¿Qué ciudades de publicación tienen las novelas de Luigi Motta?","¿Cuál es la <ciudad de publicación> de novelas cuyo <autor> es <Luigi Motta>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_luigi_motta> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"170","¿Qué novelas comparten tanto autor como editorial con Bruin ó Los cazadores de osos?","¿Cuál es la <novela> cuyo <autor> y <editorial> son los mismos que los de <Bruin ó Los cazadores de osos>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1679235648> <http://novelas-populares.org/tieneAutor> ?a . <http://novelas-populares.org/novela_1679235648> <http://novelas-populares.org/publicadaPor> ?e . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/publicadaPor> ?e . FILTER(?uri != <http://novelas-populares.org/novela_1679235648>) }","16"
"171","¿Cuántas novelas publicó la Editorial Trilla y Serra?","¿Cuántas <novelas> tienen <editorial> <Trilla y Serra Editores>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_trilla_y_serra_editores> . ?uri a <http://novelas-populares.org/Novela> }","401"
"172","¿Cuántos autores de la colección nacieron en Estados Unidos?","¿Cuántos <autores> tienen <país de nacimiento> <Estados Unidos>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?uri a <http://novelas-populares.org/Autor> }","401"
"173","¿Cuántas novelas escribió Luigi Motta en la colección?","¿Cuántas <novelas> tienen a <Luigi Motta> como <autor>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_luigi_motta> . ?uri a <http://novelas-populares.org/Novela> }","401"
"174","¿Cuántos géneros literarios cultivó Pedro Mata?","¿Cuántos <géneros> tiene <Pedro Mata>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { <http://novelas-populares.org/autor_pedro_mata> <http://novelas-populares.org/tieneGenero> ?uri }","102"
"175","¿Cuántas novelas de la colección se publicaron en Reus?","¿Cuántas <novelas> tienen <ciudad de publicación> <Reus>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_reus> . ?uri a <http://novelas-populares.org/Novela> }","401"
"176","¿Cuántas novelas publicó la Editorial Aguilar?","¿Cuántas <novelas> tienen <editorial> <Aguilar>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_aguilar> . ?uri a <http://novelas-populares.org/Novela> }","401"
"177","¿Cuántas novelas escribió Mayne Reid en la colección?","¿Cuántas <novelas> tienen a <Mayne Reid> como <autor>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_mayne_reid> . ?uri a <http://novelas-populares.org/Novela> }","401"
"178","¿Cuántas novelas de autores nacidos en Francia se publicaron en Madrid?","¿Cuántas <novelas> tienen <ciudad de publicación> <Madrid> y cuyo <autor> nació en <Francia>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri a <http://novelas-populares.org/Novela> }","401"
"179","¿Cuántas novelas de la colección tienen idioma del ejemplar en castellano?","¿Cuántas <novelas> tienen <idioma del ejemplar> <Castellano>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","401"
"180","¿Cuántas editoriales publicaron novelas de autores nacidos en Gran Bretaña?","¿Cuántas <editoriales> publicaron novelas cuyo <autor> nació en <Gran Bretaña>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","106"
"181","¿Cuántas novelas de la colección son originales en catalán?","¿Cuántas <novelas> tienen <idioma original> <Catalán>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_catalan> . ?uri a <http://novelas-populares.org/Novela> }","401"
"182","¿Cuántos autores con novelas publicadas en Madrid nacieron en Gran Bretaña?","¿Cuántos <autores> de novelas con <ciudad de publicación> <Madrid> tienen <país de nacimiento> <Gran Bretaña>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?uri a <http://novelas-populares.org/Autor> }","106"
"183","¿Cuántas novelas de idioma original inglés publicó la Editorial Sopena?","¿Cuántas <novelas> tienen <editorial> <Editorial Sopena> y <idioma original> <Inglés>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_sopena> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri a <http://novelas-populares.org/Novela> }","108"
"184","¿Cuántas novelas publicó la Editorial Charlot?","¿Cuántas <novelas> tienen <editorial> <Editorial Charlot>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_charlot> . ?uri a <http://novelas-populares.org/Novela> }","401"
"185","¿Cuántas novelas de la colección se publicaron en Elche?","¿Cuántas <novelas> tienen <ciudad de publicación> <Elche>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_elche> . ?uri a <http://novelas-populares.org/Novela> }","401"
"186","¿Es El hombre rojo una traducción?","¿Tiene <El hombre rojo> la propiedad <es traducción> con valor <true>?","ASK WHERE { <http://novelas-populares.org/novela_1834109426> <http://novelas-populares.org/esTraduccion> 'true'^^<http://www.w3.org/2001/XMLSchema#boolean> }","151"
"187","¿Publicó la Editorial Aguilar alguna novela en Madrid?","¿Existe alguna <novela> cuya <editorial> es <Aguilar> y cuya <ciudad de publicación> es <Madrid>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_aguilar> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> }","152"
"188","¿Nació Luigi Motta en Bussolengo?","¿Tiene <Luigi Motta> <lugar de nacimiento> <Bussolengo>?","ASK WHERE { <http://novelas-populares.org/autor_luigi_motta> <http://novelas-populares.org/lugarDeNacimiento> <http://novelas-populares.org/ciudad_bussolengo> }","151"
"189","¿Publicó la Editorial Trilla y Serra alguna novela de idioma original inglés?","¿Existe alguna <novela> cuya <editorial> es <Trilla y Serra Editores> y cuyo <idioma original> es <Inglés>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_trilla_y_serra_editores> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> }","152"
"190","¿Tiene la colección alguna novela publicada en Reus con idioma original catalán?","¿Existe alguna <novela> cuya <ciudad de publicación> es <Reus> y cuyo <idioma original> es <Catalán>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_catalan> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_reus> . ?uri a <http://novelas-populares.org/Novela> }","152"
"191","¿Fundó Josep Zendrera la editorial El Abanico?","¿Tiene <El Abanico> <fundador> <Josep Zendrera Fecha>?","ASK WHERE { <http://novelas-populares.org/editorial_el_abanico> <http://novelas-populares.org/fundadaPor> <http://novelas-populares.org/editor_josep_zendrera_fecha> }","151"
"192","¿Hay en la colección novelas de autores nacidos en Bolivia?","¿Existe alguna <novela> cuyo <autor> tiene <país de nacimiento> <Bolivia>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_bolivia> . ?uri a <http://novelas-populares.org/Novela> }","152"
"193","¿Cultivó Mayne Reid la novela infantil?","¿Tiene <Mayne Reid> <género> <novela infantil>?","ASK WHERE { <http://novelas-populares.org/autor_mayne_reid> <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_infantil> }","151"
"194","¿Existe alguna novela de idioma original inglés publicada en Reus?","¿Existe alguna <novela> cuyo <idioma original> es <Inglés> y cuya <ciudad de publicación> es <Reus>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_reus> }","152"
"195","¿Fundó Nicolás María de Urgoiti la Compañía Anónima Calpe?","¿Tiene <Compañía Anónima Calpe> <fundador> <Nicolás María de Urgoiti>?","ASK WHERE { <http://novelas-populares.org/editorial_compania_anonima_calpe> <http://novelas-populares.org/fundadaPor> <http://novelas-populares.org/editor_nicolas_maria_de_urgoiti> }","151"
"196","¿Nació Valentín R. González en Malcocinado?","¿Tiene <Valentín R. González> <lugar de nacimiento> <Malcocinado>?","ASK WHERE { <http://novelas-populares.org/autor_valentin_r_gonzalez> <http://novelas-populares.org/lugarDeNacimiento> <http://novelas-populares.org/ciudad_malcocinado> }","151"
"197","¿Publicó la Editorial Delta alguna novela de idioma original alemán?","¿Existe alguna <novela> cuya <editorial> es <Editorial Delta> y cuyo <idioma original> es <Alemán>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_delta> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_aleman> }","152"
"198","¿Cultivó Edward Phillips Oppenheim el género de misterio?","¿Tiene <Edward Phillips Oppenheim> <género> <misterio>?","ASK WHERE { <http://novelas-populares.org/autor_edward_phillips_oppenheim> <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_misterio> }","151"
"199","¿Publicó la Editorial Horta alguna novela de autores españoles?","¿Existe alguna <novela> cuya <editorial> es <Horta S.A.> y cuyo <autor> nació en <España>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_horta_s_a> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> }","152"
"200","¿Es Corazones sin rumbo una traducción?","¿Tiene <Corazones sin rumbo> la propiedad <es traducción> con valor <true>?","ASK WHERE { <http://novelas-populares.org/novela_1859705251> <http://novelas-populares.org/esTraduccion> 'true'^^<http://www.w3.org/2001/XMLSchema#boolean> }","151"
