"_id","corrected_question","intermediary_question","sparql_query","sparql_template_id"
"142","¿Cuántas novelas de la colección están escritas originalmente en francés?","¿Cuántas <novelas> tienen <idioma original> <Francés>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?uri a <http://novelas-populares.org/Novela> }","401"
"143","¿Cuántas novelas publicó la Casa Editorial Maucci?","¿Cuántas <novelas> tienen <editorial> <Casa Editorial Maucci>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_maucci> . ?uri a <http://novelas-populares.org/Novela> }","401"
"144","¿Cuántas novelas están publicadas en Barcelona?","¿Cuántas <novelas> tienen <ciudad de publicación> <Barcelona>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","401"
"145","¿Cuántos autores de la colección nacieron en España?","¿Cuántos <autores> tienen <país de nacimiento> <España>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri a <http://novelas-populares.org/Autor> }","401"
"146","¿Cuántas novelas escribió Jules Verne en la colección?","¿Cuántas <novelas> tienen a <Jules Verne> como <autor>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_jules_verne> . ?uri a <http://novelas-populares.org/Novela> }","401"
"147","¿Cuántos editores hay registrados en la colección?","¿Cuántos <editores> existen en el grafo?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri a <http://novelas-populares.org/Editor> }","102"
"148","¿Cuántas editoriales distintas publicaron novelas en Madrid?","¿Cuántas <editoriales> publicaron novelas con <ciudad de publicación> <Madrid>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","106"
"149","¿Cuántas novelas son traducciones del alemán al castellano?","¿Cuántas <novelas> tienen <idioma original> <Alemán> y <idioma del ejemplar> <Castellano>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_aleman> . ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","107"
"150","¿Cuántas novelas de la colección tienen ejemplar en catalán?","¿Cuántas <novelas> tienen <idioma del ejemplar> <Catalán>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_catalan> . ?uri a <http://novelas-populares.org/Novela> }","401"
"151","¿Cuántos géneros literarios cultivó Alexandre Dumas?","¿Cuántos <géneros> tiene <Alexandre Dumas>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { <http://novelas-populares.org/autor_alexandre_dumas> <http://novelas-populares.org/tieneGenero> ?uri }","102"
"152","¿Cuántas novelas del grafo no son traducciones?","¿Cuántas <novelas> tienen <es traducción> <false>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/esTraduccion> 'false'^^<http://www.w3.org/2001/XMLSchema#boolean> . ?uri a <http://novelas-populares.org/Novela> }","401"
"153","¿Cuántas novelas en italiano publicó la Casa Editorial Maucci?","¿Cuántas <novelas> tienen <editorial> <Casa Editorial Maucci> y <idioma original> <Italiano>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_maucci> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_italiano> . ?uri a <http://novelas-populares.org/Novela> }","108"
"154","¿Cuántos autores con novelas en húngaro hay en la colección?","¿Cuántos <autores> de novelas tienen <idioma original> <Húngaro>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_hungaro> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri a <http://novelas-populares.org/Autor> }","106"
"155","¿Cuántos autores nacieron en Francia?","¿Cuántos <autores> tienen <país de nacimiento> <Francia>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri a <http://novelas-populares.org/Autor> }","401"
"156","¿Cuántas novelas publicó la Editorial Sopena?","¿Cuántas <novelas> tienen <editorial> <Editorial Sopena>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_sopena> . ?uri a <http://novelas-populares.org/Novela> }","401"
"157","¿Cuántas novelas escribió Arthur Conan Doyle en la colección?","¿Cuántas <novelas> tienen a <Arthur Conan Doyle> como <autor>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_arthur_conan_doyle> . ?uri a <http://novelas-populares.org/Novela> }","401"
"158","¿Cuántos idiomas originales distintos tiene la colección?","¿Cuántos <idiomas originales> distintos hay en las novelas?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?uri . ?x a <http://novelas-populares.org/Novela> }","102"
"159","¿Cuántas editoriales publicaron novelas en Barcelona?","¿Cuántas <editoriales> publicaron novelas con <ciudad de publicación> <Barcelona>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","106"
"160","¿Cuántas novelas de la colección son traducciones del inglés?","¿Cuántas <novelas> tienen <idioma original> <Inglés>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri a <http://novelas-populares.org/Novela> }","401"
"161","¿Cuántas novelas de la Editorial Calleja hay en la colección?","¿Cuántas <novelas> tienen <editorial> <Editorial Calleja>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_calleja> . ?uri a <http://novelas-populares.org/Novela> }","401"
"162","¿Cuántos autores nacidos en Gran Bretaña hay en la colección?","¿Cuántos <autores> tienen <país de nacimiento> <Gran Bretaña>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?uri a <http://novelas-populares.org/Autor> }","401"
"163","¿Cuántas novelas de la colección se publicaron en Madrid?","¿Cuántas <novelas> tienen <ciudad de publicación> <Madrid>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","401"
"164","¿Cuántos géneros literarios cultivó Jules Verne?","¿Cuántos <géneros> tiene <Jules Verne>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { <http://novelas-populares.org/autor_jules_verne> <http://novelas-populares.org/tieneGenero> ?uri }","102"
"165","¿Cuántas novelas son traducciones del francés al castellano?","¿Cuántas <novelas> tienen <idioma original> <Francés> y <idioma del ejemplar> <Castellano>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","107"
"166","¿Cuántos autores nacidos en Italia hay en la colección?","¿Cuántos <autores> tienen <país de nacimiento> <Italia>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_italia> . ?uri a <http://novelas-populares.org/Autor> }","401"
"167","¿Cuántas novelas de la colección tienen idioma original italiano?","¿Cuántas <novelas> tienen <idioma original> <Italiano>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_italiano> . ?uri a <http://novelas-populares.org/Novela> }","401"
"168","¿Cuántas novelas en francés publicó La Novela Ilustrada?","¿Cuántas <novelas> tienen <editorial> <La Novela Ilustrada> y <idioma original> <Francés>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_la_novela_ilustrada> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri a <http://novelas-populares.org/Novela> }","108"
"169","¿Cuántos autores de la colección cultivaron el género de novela?","¿Cuántos <autores> tienen <género> <novela>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri a <http://novelas-populares.org/Autor> }","401"
"170","¿Cuántas editoriales tienen fundador registrado en el grafo?","¿Cuántas <editoriales> tienen <fundador>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/fundadaPor> ?p . ?uri a <http://novelas-populares.org/Editorial> }","102"
"171","¿Cuántas novelas en inglés publicó la Editorial Sopena en Barcelona?","¿Cuántas <novelas> tienen <editorial> <Editorial Sopena>, <idioma original> <Inglés> y <ciudad de publicación> <Barcelona>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_sopena> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","108"
"172","¿Cuántos autores nacidos en Alemania hay en la colección?","¿Cuántos <autores> tienen <país de nacimiento> <Alemania>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_alemania> . ?uri a <http://novelas-populares.org/Autor> }","401"
"173","¿Cuántas novelas de la colección se publicaron en Xàtiva?","¿Cuántas <novelas> tienen <ciudad de publicación> <Xàtiva>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_xativa> . ?uri a <http://novelas-populares.org/Novela> }","401"
"174","¿Cuántos géneros distintos hay registrados en el grafo?","¿Cuántos <géneros> existen en el grafo?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri a <http://novelas-populares.org/Genero> }","102"
"175","¿Cuántas novelas de autores españoles se publicaron en Barcelona?","¿Cuántas <novelas> tienen <ciudad de publicación> <Barcelona> y cuyo <autor> nació en <España>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri a <http://novelas-populares.org/Novela> }","401"
"176","¿Cuántas novelas de la colección tienen idioma original polaco?","¿Cuántas <novelas> tienen <idioma original> <Polaco>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_polaco> . ?uri a <http://novelas-populares.org/Novela> }","401"
"177","¿Cuántos autores de novelas publicadas en Madrid nacieron en Francia?","¿Cuántos <autores> de novelas con <ciudad de publicación> <Madrid> tienen <país de nacimiento> <Francia>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri a <http://novelas-populares.org/Autor> }","106"
"178","¿Cuántas novelas escribió Emilio Salgari?","¿Cuántas <novelas> tienen a <Emilio Salgari> como <autor>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_emilio_salgari> . ?uri a <http://novelas-populares.org/Novela> }","401"
"179","¿Cuántas novelas de la colección son originales en castellano?","¿Cuántas <novelas> tienen <idioma original> <Castellano>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","401"
"180","¿Cuántas editoriales publicaron novelas de idioma original inglés?","¿Cuántas <editoriales> publicaron novelas con <idioma original> <Inglés>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","106"
"181","¿Cuántas novelas de la colección son traducciones?","¿Cuántas <novelas> tienen <es traducción> <true>?","SELECT (COUNT(DISTINCT ?uri) AS ?count) WHERE { ?uri <http://novelas-populares.org/esTraduccion> 'true'^^<http://www.w3.org/2001/XMLSchema#boolean> . ?uri a <http://novelas-populares.org/Novela> }","401"
"182","¿Es Malasia una traducción?","¿Tiene <Malasia> la propiedad <es traducción> con valor <true>?","ASK WHERE { <http://novelas-populares.org/novela_1859705065> <http://novelas-populares.org/esTraduccion> 'true'^^<http://www.w3.org/2001/XMLSchema#boolean> }","151"
"183","¿Publicó la Casa Editorial Maucci alguna novela en Barcelona?","¿Existe alguna <novela> cuya <editorial> es <Casa Editorial Maucci> y cuya <ciudad de publicación> es <Barcelona>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_maucci> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> }","152"
"184","¿Nació Jules Verne en Nantes?","¿Tiene <Jules Verne> <lugar de nacimiento> <Nantes>?","ASK WHERE { <http://novelas-populares.org/autor_jules_verne> <http://novelas-populares.org/lugarDeNacimiento> <http://novelas-populares.org/ciudad_nantes> }","151"
"185","¿Publicó la Editorial Sopena alguna novela de idioma original inglés?","¿Existe alguna <novela> cuya <editorial> es <Editorial Sopena> y cuyo <idioma original> es <Inglés>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_sopena> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> }","152"
"186","¿Tiene la colección alguna novela con idioma original en polaco?","¿Existe alguna <novela> cuyo <idioma original> es <Polaco>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_polaco> . ?uri a <http://novelas-populares.org/Novela> }","152"
"187","¿Fundó Ramón Sopena la Editorial Sopena?","¿Tiene <Editorial Sopena> <fundador> <Ramón Sopena>?","ASK WHERE { <http://novelas-populares.org/editorial_editorial_sopena> <http://novelas-populares.org/fundadaPor> <http://novelas-populares.org/editor_ramon_sopena> }","151"
"188","¿Existe en la colección alguna novela con idioma original en catalán y ejemplar en catalán?","¿Existe alguna <novela> cuyo <idioma original> es <Catalán> y cuyo <idioma del ejemplar> es <Catalán>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_catalan> . ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_catalan> }","152"
"189","¿Nació Wilkie Collins en Gran Bretaña?","¿Tiene <Wilkie Collins> <país de nacimiento> <Gran Bretaña>?","ASK WHERE { <http://novelas-populares.org/autor_wilkie_collins> <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> }","151"
"190","¿Publicó la Casa Editorial Maucci novelas de algún autor italiano?","¿Existe alguna <novela> cuya <editorial> es <Casa Editorial Maucci> y cuyo <autor> nació en <Italia>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_maucci> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_italia> }","152"
"191","¿Existe en la colección algún editor nacido en Perrarúa?","¿Existe algún <editor> cuyo <lugar de nacimiento> es <Perrarúa>?","ASK WHERE { ?uri <http://novelas-populares.org/lugarDeNacimiento> <http://novelas-populares.org/ciudad_perrarua> . ?uri a <http://novelas-populares.org/Editor> }","152"
"192","¿Hay en la colección novelas de autores nacidos en Noruega?","¿Existe alguna <novela> cuyo <autor> tiene <país de nacimiento> <Noruega>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_noruega> . ?uri a <http://novelas-populares.org/Novela> }","152"
"193","¿Cultivó Jules Verne el género de ciencia ficción?","¿Tiene <Jules Verne> <género> <ciencia ficción>?","ASK WHERE { <http://novelas-populares.org/autor_jules_verne> <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_ciencia_ficcion> }","151"
"194","¿Existe alguna novela de idioma original húngaro publicada en Madrid?","¿Existe alguna <novela> cuyo <idioma original> es <Húngaro> y cuya <ciudad de publicación> es <Madrid>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_hungaro> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> }","152"
"195","¿Fundó Emanuele Maucci la Casa Editorial Maucci?","¿Tiene <Casa Editorial Maucci> <fundador> <Emanuele Maucci>?","ASK WHERE { <http://novelas-populares.org/editorial_casa_editorial_maucci> <http://novelas-populares.org/fundadaPor> <http://novelas-populares.org/editor_emanuele_maucci> }","151"
"196","¿Nació Saturnino Calleja en Burgos?","¿Tiene <Saturnino Calleja> <lugar de nacimiento> <Burgos>?","ASK WHERE { <http://novelas-populares.org/editor_saturnino_calleja> <http://novelas-populares.org/lugarDeNacimiento> <http://novelas-populares.org/ciudad_burgos> }","151"
"197","¿Existe alguna novela de idioma original polaco en la colección?","¿Existe alguna <novela> cuyo <idioma original> es <Polaco>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_polaco> . ?uri a <http://novelas-populares.org/Novela> }","152"
"198","¿Publicó la Editorial Calleja novelas en Madrid?","¿Existe alguna <novela> cuya <editorial> es <Editorial Calleja> y cuya <ciudad de publicación> es <Madrid>?","ASK WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_calleja> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> }","152"
"199","¿Cultivó Arthur Conan Doyle la novela criminal?","¿Tiene <Arthur Conan Doyle> <género> <novela criminal>?","ASK WHERE { <http://novelas-populares.org/autor_arthur_conan_doyle> <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_criminal> }","151"
"200","¿Existe alguna novela de idioma original alemán publicada en Madrid?","¿Existe alguna <novela> cuyo <idioma original> es <Alemán> y cuya <ciudad de publicación> es <Madrid>?","ASK WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_aleman> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> }","152"
